trend_timestamp,topic_category,country,tweet_volume,mention_count,retweet_count,trend_score,sentiment_index,impressions,engagement_count
09-01-2025,Cloud,UK,4420,7130,8007,-0.188381692,,28185,29568
01-01-2025,Sports,UK,5285,8037,1184,0.045213388,0.141539615,67819,
05-01-2025,Finance,India,269,8621,4074,0.330080493,0.790263434,28329,27145
14-01-2025,AI,UK,9061,,3495,0.799230075,0.846751468,4550,20722
04-01-2025,Finance,India,6838,8037,4275,-0.67139787,0.830104479,7781,12009
09-01-2025,Cloud,India,488,4270,838,0.507741362,0.455296658,80282,39227
13-01-2025,Cloud,USA,4501,9995,8468,0.657517253,0.677316251,81829,3252
13-01-2025,Finance,UK,3972,9806,6666,0.165254453,0.911245195,7609,3110
10-01-2025,AI,Germany,8679,7841,604,-0.598104426,0.580694181,69952,39551
22-01-2025,Sports,USA,,3782,5092,-0.223658381,0.531352737,59833,24282
03-01-2025,AI,Germany,131,226,8186,0.458136351,0.815005514,39815,41387
10-01-2025,Sports,Germany,3806,943,6105,0.935500227,0.525053365,14538,39078
22-01-2025,Cloud,,3564,1924,4856,-0.483625094,0.685655482,37198,14802
24-01-2025,,Germany,9864,9285,4200,0.981502032,0.697829685,70932,39287
21-01-2025,AI,Germany,5092,4902,9628,-0.340098661,,60681,21260
10-01-2025,Cloud,India,4217,8484,5062,0.828402077,0.563119559,44122,48183
22-01-2025,Sports,UK,2162,3236,4819,0.963272735,0.096011641,17443,28948
10-01-2025,AI,Germany,8017,9716,3529,-0.979797257,0.054778848,,15126
05-01-2025,Finance,,3615,4047,4374,0.255521397,0.914948865,18050,33572
04-01-2025,,UK,6959,8604,9127,0.11627363,0.857956574,18310,
11-01-2025,Cloud,India,2698,1227,4368,-0.835464195,0.954051906,71278,41293
13-01-2025,Cloud,USA,5650,7345,295,-0.59181561,0.878187021,17083,32109
05-01-2025,AI,Germany,1787,6896,3868,0.042680762,0.556296501,63689,17360
05-01-2025,Cloud,USA,2772,8563,5725,0.66461772,0.432079657,70594,5048
20-01-2025,Finance,Germany,893,2293,8132,0.992257578,0.386476449,97520,44438
03-01-2025,Sports,USA,3189,1320,7380,0.62072359,0.29921804,16859,24076
20-01-2025,Cloud,USA,9371,8886,4684,-0.740289325,0.899467672,24384,1832
19-01-2025,AI,Germany,4109,7906,5954,-0.758347306,0.202865635,96840,38518
08-01-2025,Cloud,Germany,4570,1373,9020,-0.864555837,0.933329953,93936,16731
16-01-2025,Cloud,USA,6723,191,4977,0.888298633,0.746427357,67932,12210
18-01-2025,AI,Germany,9970,3425,1653,0.143849164,0.8081436,68361,21944
18-01-2025,Finance,UK,2556,1198,6757,0.726660405,0.215117699,76161,49307
15-01-2025,Finance,Germany,2432,2346,8828,-0.337254194,0.340252225,38160,49305
07-01-2025,Cloud,,1500,9228,8271,0.645889153,0.802785196,51837,5044
02-01-2025,Sports,India,3112,3464,727,-0.985190024,0.401207446,3427,2271
01-01-2025,,India,1865,1899,1964,-0.011868501,0.670668774,24835,16475
05-01-2025,Finance,UK,1565,5684,,0.269191777,0.652012893,84871,22545
21-01-2025,Finance,Germany,3093,5947,1415,-0.293920881,0.454874877,,8274
01-01-2025,Cloud,UK,2204,3797,9104,0.0907688,,22667,23297
08-01-2025,Finance,USA,3043,9385,,-0.877830219,0.970863714,14056,20742
05-01-2025,Cloud,UK,4855,1804,2086,0.292296001,0.562596537,21455,28411
03-01-2025,AI,USA,,3394,6776,-0.616611275,0.980659269,23357,13198
06-01-2025,AI,Germany,210,3173,4213,0.324780565,0.497252654,90328,49870
18-01-2025,Finance,Germany,7314,9452,8603,-0.590007182,0.716211475,75579,10057
02-01-2025,Sports,India,4471,1369,9231,-0.576720615,,1633,42781
18-01-2025,Finance,Germany,5579,6643,5054,-0.032556314,0.720213651,53805,18423
21-01-2025,Finance,UK,2181,5281,1292,0.292505698,0.457207818,93849,3799
20-01-2025,Cloud,Germany,414,1702,7357,0.998531037,0.240123503,64450,25012
17-01-2025,Finance,India,5206,3945,6534,-0.46896698,0.228457877,29040,43579
01-01-2025,AI,Germany,7215,6657,2080,0.291321526,0.707207868,75188,18402
13-01-2025,Cloud,USA,2255,5580,3495,0.320974769,0.72306333,57984,43822
11-01-2025,AI,USA,1437,7032,5251,0.741804921,0.689615403,41331,29560
07-01-2025,Cloud,India,6028,3453,2065,-0.838787957,0.753375084,10431,11485
10-01-2025,Sports,Germany,7328,145,6284,-0.233315127,0.669619803,,30888
14-01-2025,Finance,Germany,8004,5233,996,0.810426781,0.452575145,91158,1285
,Finance,USA,6119,405,2857,0.371337053,0.448342111,62630,4144
21-01-2025,Sports,Germany,4245,9187,5454,-0.679422849,0.36373628,57240,36536
23-01-2025,AI,UK,8553,6334,8730,-0.141766208,0.814436093,91681,26444
22-01-2025,,Germany,3677,8824,7136,,0.045547262,75611,33183
03-01-2025,AI,USA,3589,2943,7227,0.34419202,0.990964833,94988,19461
07-01-2025,Sports,India,2788,8482,,-0.74801348,0.16136567,43797,47938
03-01-2025,Sports,Germany,6544,8038,4329,-0.73362676,0.389173254,41924,9482
04-01-2025,Cloud,India,470,5740,3763,0.52243143,0.100578899,41954,10032
11-01-2025,Finance,India,4033,6191,9400,0.762324593,0.276699575,80393,5763
12-01-2025,Finance,India,8595,9537,,0.946179644,0.942510036,92118,24207
11-01-2025,Finance,Germany,5262,8059,9852,0.664183209,,35273,7474
03-01-2025,,UK,8794,1838,1840,0.228917138,0.935913526,29286,3963
02-01-2025,Finance,UK,3987,,9070,-0.049879439,0.912467944,94217,31489
07-01-2025,Sports,UK,8549,385,2201,,0.29784451,62662,28850
,Finance,UK,3452,5180,2523,-0.943396986,0.04575996,34931,
21-01-2025,Cloud,USA,1891,9960,5489,-0.168743589,0.766154726,60839,5121
03-01-2025,Cloud,India,9293,1488,9620,-0.432727894,0.320131787,,
,Sports,UK,6168,1394,3149,-0.608131327,0.805133879,67712,4238
07-01-2025,AI,Germany,1298,2484,2406,-0.739228371,0.474506863,21951,1274
04-01-2025,Finance,UK,4392,5422,6921,0.250234075,0.545320756,56660,40038
09-01-2025,Cloud,Germany,2548,6504,2808,-0.695275955,0.001370883,15394,31644
23-01-2025,Finance,USA,660,724,3401,-0.699219371,0.572846475,67719,19973
10-01-2025,Finance,India,375,2591,4851,0.036922426,0.764171247,37653,6767
,Cloud,Germany,3090,2055,2782,0.527635956,0.497089266,95631,19699
08-01-2025,Cloud,USA,8661,8904,3249,0.243009453,0.702892789,84921,11097
03-01-2025,Cloud,India,3195,6434,8152,-0.696024719,0.040258772,35843,24405
01-01-2025,Finance,USA,2751,1632,3134,0.60316056,0.671444211,61830,14797
10-01-2025,Sports,,7452,437,2849,,0.900867622,38379,40737
01-01-2025,AI,,,7934,3126,0.905539741,0.566149041,,43594
06-01-2025,Cloud,USA,5515,9082,5079,0.559479837,0.67709923,12072,48780
21-01-2025,AI,India,4323,7848,3091,-0.265486191,0.007741349,57850,4601
04-01-2025,AI,India,7637,2901,7646,,,81277,15578
06-01-2025,Cloud,Germany,9287,6308,2970,0.284285598,0.392570288,77398,32172
06-01-2025,Sports,India,3238,1714,8441,0.89097854,0.99498903,,1643
13-01-2025,Cloud,,400,9796,2374,-0.07879013,0.119154886,96290,48990
14-01-2025,Cloud,India,,9103,8744,-0.403726379,0.343713151,47943,20790
09-01-2025,Cloud,UK,8296,6454,9749,-0.191387007,0.949989369,48139,6679
06-01-2025,Sports,USA,,6817,9307,0.264511553,0.652092801,52845,38147
16-01-2025,Sports,USA,9014,1510,358,0.540352969,0.249279244,75974,36279
11-01-2025,Cloud,India,8806,2180,6167,0.408864037,0.880390594,46991,38008
21-01-2025,Finance,Germany,8909,8797,1727,0.37494244,0.301897163,88592,28587
01-01-2025,AI,UK,4872,6229,9391,0.958934817,0.987027262,22245,11245
16-01-2025,AI,UK,2252,1886,8114,0.254063548,0.960306181,12730,8329
21-01-2025,Sports,USA,2883,4788,9913,-0.915024441,,77251,12798
09-01-2025,Sports,USA,8116,670,5055,-0.755055723,0.396705274,52850,24416
11-01-2025,AI,India,7652,2097,3542,0.727926554,0.567649433,32715,15812
23-01-2025,Sports,India,,7485,2711,-0.306810282,0.596385685,93002,12525
05-01-2025,Sports,USA,4966,,574,0.581197429,0.952024106,50783,44885
09-01-2025,Finance,India,8676,5487,8138,,0.972187396,16135,47131
13-01-2025,AI,USA,7513,4092,902,0.6719947,0.668490238,45138,4988
22-01-2025,Cloud,Germany,9123,190,3145,0.342404257,0.730199828,32403,2408
07-01-2025,Finance,USA,5594,4630,7560,0.83825954,0.07765417,37011,44018
04-01-2025,Sports,USA,2086,2135,8117,-0.879745452,0.213894125,90379,13647
03-01-2025,Sports,UK,5206,,7499,-0.011783408,0.223753928,33977,24794
13-01-2025,Sports,USA,771,450,4511,-0.550415844,0.26026957,59894,21908
20-01-2025,Finance,UK,2147,2668,8705,0.598626645,0.534040858,6814,36880
19-01-2025,Cloud,Germany,8937,6625,5624,0.606601288,,74423,41514
13-01-2025,Cloud,Germany,7031,8706,1733,0.390299935,0.623285825,73571,21649
17-01-2025,AI,USA,9104,6406,,0.709171882,0.57917404,63334,20164
12-01-2025,Cloud,Germany,7106,6622,5563,0.867875746,0.124857553,,7730
03-01-2025,Sports,India,4964,2129,251,-0.398521889,0.050547344,71109,41350
02-01-2025,Cloud,UK,6890,,2335,-0.909684709,0.176648291,23571,25831
22-01-2025,Cloud,India,2050,9662,8899,-0.329758609,0.604628815,,
20-01-2025,Sports,Germany,2692,1579,6752,-0.814289449,0.577930355,92211,47850
22-01-2025,AI,USA,456,212,,0.45051674,0.796633069,37749,13538
14-01-2025,AI,USA,7686,8375,6101,0.574684178,,,4329
19-01-2025,Cloud,USA,1076,3487,7813,-0.955453917,0.90199005,52122,3926
20-01-2025,Finance,India,1527,3830,2412,0.458108653,0.756513722,71795,
16-01-2025,,USA,2551,3117,3768,0.925946023,,80842,38319
11-01-2025,Sports,UK,1322,8381,2308,0.259011688,,21946,21127
22-01-2025,Sports,Germany,4391,1446,7526,0.288869933,0.135443655,,
04-01-2025,AI,USA,9061,8611,3797,0.321946583,0.764391598,86908,23091
01-01-2025,Finance,USA,9064,7384,9127,-0.712272376,0.092296656,85261,40830
18-01-2025,AI,India,4751,6826,6583,-0.39680153,,31546,20801
22-01-2025,Sports,UK,2167,1252,5462,-0.702529707,0.019776647,23135,17572
16-01-2025,Sports,India,7862,2105,8151,-0.151541399,0.006140637,33710,5886
21-01-2025,Cloud,UK,8604,,4298,,0.638547184,76578,19169
21-01-2025,Sports,USA,3817,6565,8446,0.125789496,0.922653605,67596,
12-01-2025,Finance,USA,5662,3795,4715,-0.200118977,0.797695137,98277,21670
20-01-2025,Sports,India,8339,1206,6702,-0.004306773,0.606782642,27503,20927
06-01-2025,,India,3320,7019,7191,0.688974042,0.7720349,91759,37581
06-01-2025,Sports,USA,4779,1115,3116,0.804753521,0.099948651,39746,30922
15-01-2025,AI,UK,2183,8063,2849,-0.69206011,,16390,45113
09-01-2025,Cloud,USA,1312,9101,236,-0.121538741,0.155287606,,20381
20-01-2025,Sports,UK,7822,2822,5996,-0.674848569,0.642369226,98858,1688
12-01-2025,Sports,Germany,4510,5962,5569,0.878971885,0.791987816,43031,
13-01-2025,Cloud,UK,4913,7064,6673,-0.456988106,0.304562251,7724,37192
05-01-2025,Sports,USA,2328,9301,4581,-0.07458407,0.011465452,41479,1349
05-01-2025,Finance,Germany,9642,1313,2473,0.931534907,0.118338512,2495,
19-01-2025,Sports,India,1722,5105,5736,0.724647716,0.734034849,73729,12762
22-01-2025,Finance,USA,6687,3082,4082,-0.200684464,0.03275772,87425,5292
14-01-2025,Sports,India,4465,1583,5297,-0.655658376,0.642510465,,4282
05-01-2025,Finance,India,2086,467,8086,0.826837288,0.193639094,85040,24535
24-01-2025,AI,,8996,9338,9060,0.640838273,0.381792971,32496,5503
16-01-2025,Sports,UK,2054,8152,525,0.545714197,0.542517664,11728,19101
18-01-2025,Cloud,USA,2887,5911,1634,,0.183245851,91769,15925
02-01-2025,AI,USA,7941,8568,327,-0.74968746,0.505498756,34406,39233
04-01-2025,Finance,Germany,7017,2237,9570,0.666359839,0.303708266,38689,29780
10-01-2025,Sports,UK,4940,4530,8883,0.617603004,0.611180083,2098,25360
14-01-2025,Sports,USA,1306,8760,6671,-0.186436472,0.147376259,26262,32445
19-01-2025,Finance,USA,6927,5840,4897,0.355223708,0.613524983,59892,34942
01-01-2025,AI,Germany,2124,2963,3682,0.090100641,0.656593855,97967,11578
07-01-2025,Sports,Germany,1186,1504,,-0.086674768,0.797072476,7993,24620
05-01-2025,AI,Germany,224,5102,9561,0.102568172,0.129891233,86438,28549
15-01-2025,AI,India,8448,9237,6556,0.154931747,0.959136778,79587,36520
08-01-2025,AI,USA,586,7943,4123,0.654834922,,87704,9574
19-01-2025,Finance,India,6375,5947,2490,-0.518500784,0.510057517,44700,32847
07-01-2025,AI,UK,3168,9148,3959,0.297575034,0.487056535,85371,49471
15-01-2025,Cloud,USA,9431,313,6041,,0.698089056,19020,1771
04-01-2025,Sports,India,5149,1808,4724,-0.744696161,0.322943111,99676,46527
18-01-2025,AI,India,3375,4739,2866,0.272149056,,40579,2923
04-01-2025,Cloud,Germany,5135,7486,8634,0.029408479,0.833393854,60216,38951
14-01-2025,Finance,UK,1995,7716,2165,-0.362614352,0.635221039,47652,32300
13-01-2025,AI,UK,9383,2940,7383,0.411814181,0.806158294,96845,46513
12-01-2025,Sports,USA,6821,2293,4043,0.429955286,0.188256312,65415,40903
17-01-2025,,Germany,2736,8788,,-0.740627203,0.154909207,12305,49733
04-01-2025,AI,India,857,7705,7274,-0.184823736,0.920672886,21883,44402
20-01-2025,AI,USA,369,1040,526,,0.13564255,91251,39673
19-01-2025,Finance,Germany,8144,9901,4728,0.783231724,0.796564416,84737,5986
21-01-2025,Sports,USA,8416,3919,2286,-0.565851935,0.806955135,42032,17306
16-01-2025,AI,UK,1350,2749,9850,-0.181664673,0.323750432,97847,48667
15-01-2025,Finance,Germany,5953,7462,5742,0.246545347,0.688966188,93859,21680
13-01-2025,Cloud,India,661,6887,4353,0.901018304,0.249989622,65283,49200
03-01-2025,AI,USA,9050,7095,2469,0.228989996,0.282769706,45067,41164
12-01-2025,Cloud,Germany,4467,9761,4342,,0.667464324,3912,2575
21-01-2025,AI,USA,3877,4296,,0.000929112,0.138888723,33183,41607
18-01-2025,Sports,Germany,8806,4157,7466,-0.215759129,0.267304049,1688,2323
12-01-2025,Sports,Germany,8673,578,,0.429392361,0.157309913,34199,6720
16-01-2025,AI,UK,1419,,7983,0.076369427,0.302594975,45594,30790
,Cloud,UK,8319,870,4776,-0.148856253,0.903764897,20142,3960
13-01-2025,AI,USA,8266,6882,2392,0.896732596,0.483660103,22213,41103
10-01-2025,,UK,7770,8598,978,0.659050008,0.754628306,93229,30404
02-01-2025,Sports,USA,1701,1271,7647,,0.973134821,74334,25465
13-01-2025,Cloud,,903,5110,4925,0.035811223,0.856564405,6637,30163
11-01-2025,Cloud,UK,2096,1131,6686,0.920198239,0.27090345,,2031
18-01-2025,AI,USA,7566,2280,1518,-0.412509361,0.44441306,30107,21086
14-01-2025,Sports,Germany,3708,1250,3202,-0.911764802,0.773120328,25064,33409
21-01-2025,AI,Germany,7401,1397,9520,0.926921967,0.154322267,10576,36283
20-01-2025,Finance,,8962,106,7620,-0.048981543,0.700938822,97720,36799
06-01-2025,Sports,India,8844,4904,1332,0.661243719,0.985381023,90179,15290
14-01-2025,Finance,UK,6381,5498,8432,-0.976402707,0.276239328,56295,29251
10-01-2025,Sports,UK,2855,5466,2903,0.538207459,0.60117669,5437,3909
12-01-2025,AI,USA,4222,4236,916,0.624086478,0.73367269,83988,7414
04-01-2025,Sports,USA,7540,2392,8230,0.858517566,0.738092751,27236,32966
08-01-2025,AI,Germany,1320,5858,6218,0.772008219,0.350789801,87506,45422
11-01-2025,AI,USA,,8008,4201,0.19296187,0.261794238,29830,7874
13-01-2025,Sports,India,3894,8625,241,-0.047175574,0.916194882,70926,24186
12-01-2025,AI,UK,2941,1137,6819,0.303439032,0.254909976,77464,13105
18-01-2025,Finance,USA,3132,1259,2479,0.793927677,0.444755592,73481,10809
10-01-2025,Sports,UK,7699,3747,410,-0.755802803,0.593451942,63344,25710
01-01-2025,AI,UK,3815,4665,634,0.056327825,0.215715394,13271,25337
,AI,USA,5751,3821,7765,-0.330111853,0.936175758,9721,17724
02-01-2025,Sports,USA,4965,,284,0.795961214,0.253223249,6064,24601
,Finance,India,253,5659,5300,0.188937221,0.798949591,68897,37248
19-01-2025,Sports,USA,4172,814,1915,-0.736940388,0.796362261,55257,48833
08-01-2025,AI,Germany,9565,,4234,-0.759911084,0.69085066,25878,26943
01-01-2025,Sports,India,4861,6966,1184,0.802559598,0.666934144,85441,1263
23-01-2025,Sports,Germany,9019,361,3587,0.329339352,0.345779276,56598,49190
,Finance,USA,9871,6915,6188,-0.293095542,0.821721452,53293,2354
14-01-2025,Cloud,India,7019,7778,8269,,0.153636517,6887,29382
13-01-2025,,India,1084,7722,2112,0.912340549,0.018798639,14101,24037
18-01-2025,Cloud,India,6731,4725,5998,-0.271352829,0.292781989,92789,9911
20-01-2025,AI,UK,6609,,9921,0.981845607,0.024716127,15696,3140
07-01-2025,Cloud,India,1191,7498,1719,0.411382159,0.054900019,46904,32335
07-01-2025,AI,UK,4174,6997,7961,0.244518955,0.757328324,9766,37135
10-01-2025,Finance,UK,8637,7414,9008,-0.388213725,0.145561116,22907,42640
01-01-2025,Sports,India,3705,2205,1097,-0.032389522,0.162936544,7753,13324
23-01-2025,AI,Germany,8490,7379,6988,-0.201293111,0.973037484,87432,22139
02-01-2025,Finance,UK,,796,5318,0.809839537,0.762800905,55381,29229
20-01-2025,Sports,USA,1442,5052,1002,0.812022876,0.882900162,57716,42500
20-01-2025,Finance,UK,5344,3937,2583,0.956850127,0.825934448,66318,39956
14-01-2025,Cloud,Germany,6970,188,5071,-0.682608605,0.310269084,94007,28757
21-01-2025,Cloud,India,3701,213,5903,0.758794926,0.518370339,24183,26234
,Finance,India,5257,4587,3056,-0.857693055,0.046267399,51722,15566
04-01-2025,Finance,USA,3992,6042,5839,-0.190424689,0.914792615,74779,47894
23-01-2025,Sports,Germany,1702,8430,8921,-0.183113461,0.384720321,97078,28367
19-01-2025,AI,UK,5043,9937,3586,,,12812,15946
18-01-2025,AI,India,5350,6125,4169,0.597680499,0.053762943,40961,5577
01-01-2025,Finance,USA,4082,3705,2491,0.608707722,0.880794195,9842,41592
,Finance,UK,9132,1030,9872,-0.579534704,0.466173543,63924,33265
20-01-2025,Finance,UK,3532,9706,9511,0.422964925,0.330131444,79607,34710
,Finance,India,2963,1802,1233,-0.825848856,0.310861206,29778,36217
17-01-2025,AI,UK,7023,3890,3330,-0.808224149,0.702002053,31034,3587
19-01-2025,Cloud,India,1146,9288,3112,0.973495764,0.597788074,43440,14143
21-01-2025,Finance,USA,4340,8100,7313,0.723604592,0.556320268,77953,37030
07-01-2025,Finance,Germany,9821,3072,3288,0.86544205,0.134081312,51072,13886
07-01-2025,Sports,USA,5280,6579,3947,0.160257249,0.918021571,2852,12465
13-01-2025,Sports,USA,7760,8948,5095,-0.550258719,,77327,15608
14-01-2025,Finance,UK,301,5453,,-0.428136538,0.256818447,68623,5809
20-01-2025,Sports,UK,1932,5240,1790,,0.430715337,59548,8576
04-01-2025,AI,UK,2046,5559,3774,0.425172966,0.168770963,25182,44591
10-01-2025,Cloud,UK,2728,9338,6135,-0.328955195,0.169357745,6501,30253
16-01-2025,AI,USA,7065,2438,9613,0.691198348,0.828796992,67261,38883
,Finance,Germany,3842,2436,7692,-0.757244803,0.172889001,18931,7129
10-01-2025,AI,Germany,1943,6050,1107,0.644025321,0.412956308,24205,21423
05-01-2025,Sports,USA,3528,2661,9498,0.062754081,,25159,42486
17-01-2025,Sports,India,3402,6356,1369,0.60894105,0.446885714,76703,43821
05-01-2025,Cloud,UK,5899,4418,2780,0.277220433,0.09297429,,49822
23-01-2025,,UK,601,7581,2909,0.407688038,0.631923526,47063,23200
18-01-2025,Cloud,UK,878,1688,4711,0.639992706,0.237176429,42903,43501
,Sports,India,4064,8222,4883,0.12216205,0.263537293,47673,36636
20-01-2025,Sports,,6261,2131,8328,-0.562581974,0.092997585,97810,4136
09-01-2025,Sports,USA,5017,4225,2334,-0.824978336,0.139501551,,44243
